1,-0.534,-0.0522,-0.022278
2,-1.2204,1.3441,-0.089525
3,0.64104,-0.27912,0.18708
4,-0.98587,0.1944,0.18884
5,-0.30381,0.20367,0.12818
6,0.9626,-0.4928,0.31545
7,-0.3716,0.60537,0.011447
8,-0.20037,0.6127,0.031296
9,-0.62566,-0.61501,-0.17822
10,-0.3044,-0.16216,0.17618
11,0.09938,0.0305,-0.076141
12,-0.4728,0.09527,-0.02979
13,-0.11731,-0.0183,0.0043509
14,-0.172,0.1098,0.017506
15,-0.8912,0.32897,0.11451
16,-0.2285,-0.1173,0.016866
17,0.50388,-0.84687,0.21802
18,-0.2748,0.042,0.053641
19,-0.097,-0.1585,-0.012308
20,-0.4538,0.0453,-0.12794
21,-0.05901,0.44269,-0.10405
22,0.13753,-0.0753,-0.044284
23,-0.20189,0.30741,0.19016
24,-0.28366,0.16601,-0.14071
25,0.04065,-0.0343,0.082201
26,-0.34119,0.50042,0.13733
27,-0.1492,0.34633,0.18096
28,-0.4041,-0.3868,-0.17352
29,0.0129,0.0239,-0.040384
30,-0.4039,-0.6418,-0.002471
31,-0.3751,0.1996,0.1338
32,-0.03191,0.0646,0.116
33,-0.26758,-0.0247,-0.311
34,-0.46697,0.15723,0.0040448
35,-0.2299,0.0707,-0.14713
36,-0.3792,0.21518,0.063791
37,-0.4509,-0.25884,0.075024
38,-0.2553,-0.0434,-0.026568
39,-0.23656,0.1345,0.18054
40,-0.3292,-0.2444,0.13187
41,-0.40563,0.32422,0.045147
42,-0.03963,-0.0777,-0.033797
43,-0.0016,-0.16248,-0.12679
44,-0.36954,0.1018,0.07747
45,0.43269,0.07422,0.014269
46,-0.1298,-0.1734,0.12293
47,-0.5042,-0.29534,0.034987
48,-0.17757,-0.3279,0.2129
49,0.0301,0.24751,0.031325
50,-0.40391,0.24393,0.017697
51,-0.0607,0.0627,-0.066939
52,-0.09014,-0.3928,-0.021172
53,-0.17659,-0.13669,0.056986
54,-0.3405,-0.06284,-0.09206
55,-0.23512,0.60262,-0.11466
56,-0.04451,-0.14116,0.080785
57,-0.3232,0.09824,0.096652
58,-0.3291,-0.0749,0.036642
59,-0.3102,0.0197,0.033796
60,-0.3038,0.23584,0.062151
61,-0.4295,-0.0201,-0.000961
62,-0.3409,0.1635,0.022661
63,0.19371,-0.1072,-5.3e-05
64,-0.14191,-0.1641,-0.16719
65,-0.31433,0.27154,0.092371
66,0.11898,0.4218,0.16252
67,-0.22147,-0.1622,0.11412
68,-0.2309,-0.3861,-0.16742
69,-0.172,0,0.18627
70,-0.3557,-0.3466,0.029113
71,-0.4277,0.08566,0.092412
72,-0.39261,-0.315,0.017934
73,-0.2544,0.20445,0.16564
74,0.25411,0.08811,-0.047609
75,-0.4544,0.12785,0.16161
76,-0.00771,0.4153,0.16635
77,-0.2302,-0.07884,0.004714
78,-0.5531,0.39148,0.0080799
79,-0.11625,0.0358,0.027117
80,-0.6022,-0.14547,0.068658
81,-0.0999,-0.9763,0.057582
82,-0.32659,-0.4958,-0.0034628
83,0.14165,-0.2961,-0.046825
84,-1.3232,0.02822,0.096003
85,0.33484,-0.054,0.04194
86,-0.1835,0.1596,-0.087176
87,-0.2687,-0.098,-0.054665
88,-0.60541,0.06188,0.001518
89,-0.28918,-0.1407,0.0091833
