883.69,1329.4,879.46,1333.9,246.11
658.35,733.14,660.29,733.52,129.57
1311.4,539.82,1312.4,545.18,280.62
1358.9,1094.1,1365.3,1098.6,308.85
790.75,720.49,798.41,722.95,364.89
252.78,667.57,254.12,668.05,90.217
1325.6,959.57,1328.4,958.71,202.11
1245.6,242.74,1240.1,241.22,239.27
778.99,1166,780.9,1167.1,93.206
794.17,1013.1,797.18,1020.3,311.65
1827.5,880.5,1831.9,882.52,198.7
373.24,1475.5,371.35,1472.2,154.37
1469.3,837.9,1473.2,840.64,211.08
78.879,528.18,73.966,528.78,227.32
840.1,1862.9,834.15,1868.7,350.06
1260.8,1523.9,1258.7,1527.4,163.96
668.96,402.95,675.69,399.25,340.83
1062.8,860.64,1064.8,863.15,176.8
614.07,707.09,610.55,708.54,182.5
656.94,1596.5,660.78,1593.5,272.37
1117,1859.2,1117.6,1862.3,128.09
241.78,1670.1,241.42,1673.5,155.78
250.17,582.37,250.54,582.38,68.808
464.43,134.44,460.82,138.88,241.89
99.014,883.5,101.97,884.29,141.45
552.29,177.51,547.93,172.55,265.88
724.04,1796,719.8,1797,210.12
395.53,1463,395.1,1460.7,117.47
1150.6,424.99,1147.5,424.1,143.57
622.12,1742.5,619.25,1749.2,293.89
1524.6,1489.8,1524.4,1493.6,199.44
519.78,524.62,513.6,517.46,377.95
1698.7,798.55,1699.8,804.26,232.37
1201.3,515.44,1201.3,512.58,115.65
1038.7,414.15,1039.4,410.29,155.75
884.16,1686.9,882.04,1687.2,108.81
546.66,673.07,547.61,676.28,132.97
1283.9,538.24,1282.9,539.06,106.7
873.56,1785.2,873.43,1787.4,187.73
1289,636.81,1287.9,635.28,92.327
1041,151.94,1044.2,151.25,140.49
1543.4,579.92,1540.9,580.35,156.55
85.793,1053.4,89.691,1057.2,266.64
243.17,449.76,241.6,448.51,110.57
658.02,1171.9,657.13,1176.4,184.61
516.71,702.23,521.7,700.44,246.81
1139.5,186.96,1138.3,188.03,94.178
154.14,1309.6,157.77,1306.1,200.62
1144.3,273.8,1149.4,280.94,376.33
1195.5,1476.3,1202.4,1474.7,279.11
1277.5,959.15,1271,963.12,322.04
296.09,1203.5,298.08,1201.6,121.3
414.13,1108.3,415.9,1109.8,138.64
551.07,498.33,554.12,493.35,234.82
214.94,1651.9,215.77,1648.6,150
1841,987.73,1836.6,984.5,216.53
1051.8,6.4955,1048.6,3.8472,219.54
1498,640.67,1496.7,636.93,165.41
1593.6,461.78,1593.1,457.01,191.71
324.2,70.03,322.99,70.017,61.875
1660.2,806.62,1660,809.41,111.49
1180.3,1003.6,1185,999.76,290.15
515.57,373.15,515.47,374.81,102.37
1102,77.451,1102.5,78.246,63.227
501.18,237.66,500.72,234.26,139.49
