1,-0.10861,0.5687,0.24683
2,-0.1013,-0.089,0.043205
3,0.0207,0.401,0.027728
4,0.17766,-0.0288,0.038179
5,-0.1391,-0.2209,0.15153
6,0.2984,-0.76879,0.16426
7,0.17966,0.31569,0.58696
8,0.16198,-0.1098,-0.022329
9,-0.1363,0.0301,0.077911
10,0.41125,-0.0032,0.033209
11,-0.35544,0.2006,0.35003
12,0.15521,0.23423,0.13231
13,0.0383,0.0311,-0.21391
14,-0.00381,-0.591,0.044624
15,0.3201,-0.08135,0.19468
16,0.93106,0.39873,0.29625
17,-0.041388,0.18377,0.23893
18,-0.04669,0.19714,-0.12679
19,0.1876,-0.10354,0.10909
20,0.1024,0.0216,0.25201
21,-0.053,-0.1087,-0.1172
22,-0.3253,0.18847,0.23815
23,-0.01158,-0.1922,-0.25691
24,0.17909,0.1353,-0.11968
25,0.15785,-0.0861,0.027377
26,-0.15808,0.00637,-0.15742
27,-0.1519,-0.2205,0.036245
28,0.7575,0.2198,0.3775
29,-0.71626,0.8685,0.15978
30,0.0289,0.35774,0.14005
31,-0.1787,-0.9539,0.073011
32,-0.0708,-0.2519,-0.57186
33,-0.2401,-0.4039,0.072627
34,-0.0423,-0.10141,0.19982
35,-0.1731,-0.1948,-0.098596
36,0.9935,-0.05366,-0.63022
37,0.07391,-0.0006,0.031595
38,-0.0234,-0.3971,0.013013
39,0.3484,-0.072741,-0.077007
40,-0.08044,-0.2295,-0.062379
41,-0.2071,0.09686,-0.32079
42,-0.1389,0.07819,0.23636
43,0.26618,-0.0105,-0.092556
44,-0.2275,0.07945,-0.074991
45,-0.01937,-0.05351,0.1428
46,0.16034,0.0515,-0.062375
47,-0.8973,0.2391,0.22743
48,0.125,-0.1922,0.14493
49,-0.13631,0.16851,0.16855
50,0.45122,-0.1058,0.1449
51,-0.2029,-0.15045,0.20764
52,-0.231,0.0366,0.25458
53,-0.077,0.05013,0.099102
54,-0.0866,0.00352,0.094563
55,0.20787,-0.2151,0.026075
56,0.09683,-0.2269,-0.057605
57,-0.0284,0.26072,-0.16731
58,0.30529,-0.04247,-0.79375
59,-0.358,-0.2249,0.077436
60,-0.1616,0.23618,-0.083113
61,-0.1445,-0.0968,-0.18577
62,-0.16379,0.41935,0.033146
63,-0.2492,-0.03631,0.24507
64,-0.1133,-0.18014,-0.078498
65,0.0435,-0.7246,0.002927
66,0.42096,-0.05926,0.34508
67,-0.0761,0.87093,-0.073348
68,-0.2433,0.33492,0.011421
69,-0.01618,-0.2155,0.19016
70,-0.23365,0.4187,-0.16723
71,-0.3014,0.1672,0.066782
72,-0.2404,-0.3108,-0.28458
73,-0.032,-0.45585,0.006449
74,-0.3032,-0.42086,0.20897
75,0.34002,-0.30774,-0.58078
76,0.4648,-0.2786,0.011715
77,-0.3142,-0.2438,-0.040475
78,-0.1749,0.01791,0.082493
79,-0.209,-0.1714,-0.084308
80,-0.2363,0.26956,-0.11036
81,0.14868,0.01094,0.09645
82,0.17197,-0.2701,-0.036585
83,0.20876,0.12291,-0.018678
84,0.4296,-0.29173,-0.011635
85,0.11868,0.27756,0.08047
86,0.12727,-0.035,0.29831
87,0.51423,-0.11702,0.060218
88,-0.3491,0.0456,-0.0052857
89,-0.1414,-0.16765,-0.04447
90,0.31433,0.25704,0.14766
91,-0.06301,-0.1011,0.13221
92,0.23433,-0.03073,0.20403
93,-0.3142,-0.0901,0.14026
94,-0.1093,-0.165,0.13503
95,0.1815,-0.01183,0.034639
96,0.00539,-0.0678,0.035132
97,-0.2794,-0.12177,-0.035825
98,-0.09346,0.11563,-0.027959
99,-0.0252,-0.1108,-0.010066
100,-0.48634,-0.09399,-0.026895
101,0.17583,-0.0296,0.03468
102,-0.2066,-0.18393,-0.066297
103,0.0022,-0.0223,-0.058523
104,0.31982,-0.01751,0.21384
105,0.1627,0.16495,0.012506
106,-0.075,-0.11212,-0.038845
107,0.08347,-0.0212,0.12603
108,0.1037,0.18564,-0.025016
109,-0.1563,0.3673,-0.01381
110,0.58891,-0.00379,-0.0016021
111,-0.1893,-0.69428,0.18223
112,-0.35529,0.023978,0.042679
113,-0.3142,-0.1197,0.0075136
114,0.02061,-0.02834,-0.045693
115,-2.744,0.23181,0.17177
116,0.17693,-0.1602,0.050633
117,1.1688,-0.20466,-0.10445
118,0.2162,0.1846,0.037581
119,0.0217,-0.05989,-0.82316
120,0.0424,-0.02991,0.14529
121,-0.3239,0.28724,-0.090591
122,-0.67685,-0.58618,0.34795
123,-0.2228,-0.07153,0.1153
124,-0.1773,0.17527,0.13739
125,-0.1135,-0.246,0.015147
126,-0.0706,0.4754,0.19604
127,0.1179,-0.19825,0.01818
128,0.26195,0.0952,0.14308
129,0.10296,0.31489,0.0036808
130,0.37552,0.007,0.018853
131,-4.9717,-2.2972,0.20868
132,0.0078,-0.35982,0.11811
133,-0.2216,-0.3433,-0.088738
134,-0.09951,0.19136,0.013229
135,-0.308,-0.0011,0.12077
136,-0.3261,-0.19867,0.26409
137,0.0083,-0.06397,0.041826
138,0.28759,-0.0163,0.23531
139,0.5017,0.0765,0.12617
